AGE,HEIGHT_CM,WEIGHT_KG,SKILL_DRIBBLING,ATTACKING_CROSSING,ATTACKING_FINISHING,MOVEMENT_ACCELERATION,MOVEMENT_SPRINT_SPEED,POWER_SHOT_POWER,MENTALITY_AGGRESSION,DEFENDING_MARKING,DEFENDING_STANDING_TACKLE,GOALKEEPING_DIVING,GOALKEEPING_HANDLING,OVERALL,POTENTIAL
31,177,67,70,67,68,77,70,66,57,51,49,8,13,71,71
22,175,66,88,67,76,88,87,74,58,40,32,14,10,81,86
30,183,81,67,65,76,63,55,74,63,46,38,11,8,73,73
24,188,81,77,76,72,78,84,75,73,69,67,12,15,75,80
26,178,71,72,69,69,77,77,68,52,41,49,11,10,72,73
29,180,76,55,70,32,68,78,54,78,77,85,12,7,82,83
25,175,75,77,70,73,80,77,76,50,50,36,13,15,74,77
25,180,69,76,69,63,77,78,77,63,36,49,7,11,72,74
21,186,75,75,72,54,59,60,76,70,76,75,11,12,76,84
27,184,82,80,57,78,72,76,80,76,44,23,8,10,78,79
26,184,77,78,58,76,77,76,72,66,53,25,14,15,74,75
38,175,74,74,73,65,57,60,74,68,47,52,9,6,70,70
25,191,85,56,60,35,60,65,41,82,74,71,9,12,74,79
27,198,84,58,28,78,53,63,74,79,20,28,16,10,72,73
25,191,91,18,13,20,31,30,47,19,25,10,73,65,71,77
25,183,83,13,18,11,47,52,51,23,13,10,69,70,70,75
25,168,65,78,70,76,81,78,69,40,38,35,6,13,75,78
23,191,86,81,62,73,59,64,76,78,73,75,9,14,77,87
24,187,82,66,29,79,58,66,82,89,25,24,15,12,78,82
22,185,70,66,62,23,75,69,58,77,70,70,7,15,70,77
29,195,87,53,38,31,32,41,71,78,75,71,14,15,72,72
29,181,76,64,63,53,71,64,75,88,79,79,15,13,80,80
21,180,65,69,48,61,62,63,73,41,58,65,6,8,72,84
33,189,89,64,58,73,51,51,76,66,42,50,9,11,73,73
30,187,77,74,75,52,64,69,75,85,72,73,11,11,73,73
33,184,82,54,60,23,55,54,63,79,78,82,14,7,78,78
31,174,75,89,89,73,82,80,82,81,71,79,12,5,85,85
29,180,75,63,51,72,76,76,76,75,45,40,6,11,73,73
35,180,75,67,74,34,77,81,70,67,73,70,8,9,73,73
25,183,77,80,67,74,77,77,73,54,39,57,9,8,75,78
30,192,81,50,32,23,53,59,34,75,78,73,15,16,72,72
33,187,92,17,17,12,56,55,56,31,16,15,79,78,80,80
32,177,76,70,68,42,69,63,61,73,72,71,11,13,71,71
26,190,77,13,14,9,48,45,50,17,15,11,74,70,74,77
19,178,71,72,72,72,86,87,67,60,65,66,6,11,75,86
31,193,84,68,61,72,64,62,74,67,52,36,15,7,71,71
31,187,86,62,53,72,61,64,75,84,47,31,11,8,71,71
26,185,74,72,79,54,75,78,74,51,59,66,10,12,71,73
35,188,82,12,12,10,41,46,58,42,23,10,76,70,75,75
26,190,81,73,66,57,72,78,55,60,69,69,11,7,71,72
25,170,70,53,78,42,72,70,58,55,66,77,11,14,74,79
27,180,75,64,65,73,77,81,73,68,21,15,10,6,73,74
29,185,84,67,37,74,74,69,70,81,40,21,13,13,72,72
24,189,86,70,59,68,74,79,77,74,40,38,13,6,70,77
24,163,55,74,67,51,84,86,68,52,40,39,8,10,70,76
29,177,78,83,80,60,84,80,75,63,77,74,8,8,80,80
32,185,80,16,11,15,54,53,56,32,28,14,90,81,87,87
25,175,70,65,61,20,78,79,32,84,67,73,12,14,70,74
29,184,86,56,36,20,62,63,44,77,71,73,15,13,73,73
22,183,80,75,49,70,77,79,72,61,28,25,8,7,73,80
33,189,81,68,67,69,34,34,79,72,67,74,15,11,73,73
27,187,77,69,63,47,90,91,49,69,67,70,8,13,71,72
30,181,78,73,79,52,68,66,72,76,76,76,11,6,75,75
30,185,77,63,58,71,54,64,74,72,58,32,12,9,72,72
24,185,78,18,13,9,45,43,53,26,12,14,75,73,75,83
23,176,67,79,64,58,73,62,66,71,60,55,7,11,74,83
29,184,81,59,63,47,64,74,64,76,71,70,10,8,71,71
22,189,77,78,58,77,75,74,70,49,37,21,13,12,74,82
26,186,81,46,34,30,64,61,53,68,73,72,13,10,73,77
27,188,83,79,71,56,55,67,75,73,67,67,13,16,75,75
32,176,74,69,62,58,70,62,75,81,70,70,15,12,74,74
27,179,72,82,74,69,75,67,64,48,31,29,13,14,77,77
35,176,76,50,48,45,58,70,65,83,81,77,7,12,76,76
24,185,76,74,58,55,60,68,75,73,69,75,12,9,75,79
25,184,74,76,70,72,69,67,76,64,64,67,14,9,74,79
24,173,71,70,67,74,75,73,70,84,68,69,13,16,74,80
22,185,75,51,38,23,62,64,48,71,75,75,12,12,71,81
24,186,75,46,38,42,62,61,52,87,76,74,11,7,75,81
21,173,72,71,64,63,88,91,74,69,56,56,7,13,70,80
28,183,78,72,64,77,69,72,82,75,33,34,12,14,77,77
25,178,72,72,73,48,77,73,79,82,74,73,15,6,74,79
28,176,71,77,68,65,84,69,77,77,68,75,13,9,74,74
31,178,70,75,66,65,73,72,73,52,34,24,14,14,71,71
25,187,79,53,32,22,62,60,60,79,64,74,7,14,72,79
26,196,86,71,43,74,53,50,69,72,40,38,9,8,73,75
26,193,85,13,22,16,59,57,57,37,11,20,75,74,75,80
32,175,74,73,77,71,81,84,75,45,53,34,10,13,74,74
28,170,64,71,63,72,80,75,75,66,33,30,7,16,73,73
29,185,80,64,68,24,74,72,32,39,73,77,11,13,71,71
23,186,84,64,59,71,67,69,67,40,32,30,12,13,70,76
36,198,91,60,45,53,53,53,88,74,81,80,14,10,80,80
33,181,72,71,70,62,60,64,70,73,63,63,7,6,71,71
22,177,80,78,61,66,77,75,67,53,25,39,5,10,70,77
28,185,79,70,42,60,53,68,68,77,76,74,11,10,75,75
26,184,79,67,40,72,67,69,76,69,21,20,8,7,72,74
26,180,76,82,77,72,75,78,74,63,45,35,16,15,78,80
24,176,73,74,60,64,73,65,70,79,72,74,13,8,76,83
23,168,67,71,72,51,81,78,68,82,70,72,9,14,72,79
30,180,73,65,67,45,72,72,68,68,71,74,12,10,72,72
26,174,68,79,67,72,74,78,66,70,68,70,12,13,74,75
26,193,91,66,42,75,63,64,77,72,54,26,15,9,74,76
25,175,69,66,53,56,62,65,62,70,66,70,12,6,71,74
30,185,82,63,52,61,69,66,72,76,74,78,9,11,74,74
29,181,76,65,55,77,63,60,76,49,33,30,13,10,75,75
28,191,90,31,24,20,31,32,32,78,70,71,11,11,71,73
22,175,68,77,65,57,74,74,70,64,57,69,9,6,70,79
22,167,60,70,49,52,68,62,61,73,71,71,6,15,72,83
29,182,80,69,52,77,74,64,74,83,31,16,15,15,75,75
27,175,75,76,77,56,79,84,81,86,71,78,12,13,78,79
21,196,80,68,50,78,68,78,76,41,35,23,12,7,76,85
27,189,89,76,65,71,53,53,77,46,47,19,8,12,72,73
21,183,77,68,75,60,67,68,75,69,75,73,14,8,76,84
25,180,71,48,72,26,63,68,39,77,68,78,7,10,77,81
31,170,63,81,82,74,66,58,74,50,38,31,9,10,82,82
27,181,75,70,74,50,66,72,72,74,68,74,10,12,71,71
21,187,83,74,42,79,73,76,86,32,28,24,7,15,76,84
35,182,78,62,51,51,75,70,44,81,73,72,7,15,72,72
22,188,91,70,61,52,63,69,88,82,71,73,5,10,74,81
32,183,79,66,67,55,67,62,79,75,84,86,9,12,80,80
26,170,61,75,64,68,70,72,66,47,65,74,14,11,75,78
27,171,62,76,78,66,76,67,76,83,63,70,12,11,79,80
21,185,73,64,64,50,71,70,67,80,75,75,7,11,76,84
30,190,81,68,61,74,66,73,81,79,25,24,7,8,75,75
29,177,70,79,73,67,84,85,81,80,74,70,8,7,76,76
35,190,92,16,19,12,38,40,48,24,15,14,71,70,72,72
22,171,73,86,70,69,71,67,74,75,76,76,6,13,84,89
31,178,70,74,76,70,81,77,52,46,32,52,15,13,74,74
20,192,93,69,35,21,71,84,37,77,76,85,9,7,79,88
33,180,76,68,73,55,66,66,57,84,60,78,10,8,75,75
23,185,81,52,35,23,57,60,52,82,72,78,8,8,75,80
30,185,78,69,70,63,60,54,67,83,66,75,11,15,76,76
30,186,83,17,15,12,48,38,58,35,13,14,70,79,76,76
26,179,83,79,78,84,75,76,87,80,22,50,8,7,82,83
23,175,78,76,75,70,82,83,59,59,69,71,11,14,74,82
26,174,70,54,79,53,78,71,67,30,61,68,10,11,70,73
25,172,81,73,56,76,76,79,79,80,42,40,11,6,75,80
26,186,77,81,62,51,68,68,78,65,54,63,6,11,75,78
27,185,83,50,31,34,61,69,75,81,74,74,9,6,74,76
20,173,70,75,64,58,87,84,55,38,26,23,14,12,70,83
28,183,80,51,50,38,66,62,53,77,66,74,8,16,72,72
37,176,70,82,72,75,76,73,70,78,51,39,17,14,76,76
32,189,90,60,62,51,40,45,80,80,82,83,14,6,83,83
30,189,79,64,46,72,59,64,72,59,28,32,10,15,71,71
27,179,70,63,60,77,73,71,76,59,15,38,9,13,72,72
22,182,89,56,35,28,61,62,48,74,70,77,11,6,75,81
33,190,85,76,72,85,61,73,83,88,59,64,10,8,84,84
32,180,70,80,79,73,72,75,87,66,61,63,10,4,79,79
25,193,88,59,55,27,66,74,44,67,71,75,6,6,74,78
22,188,82,60,31,72,61,68,75,85,21,30,8,15,70,76
31,190,86,49,50,33,45,51,51,83,70,67,9,14,71,71
26,164,60,84,80,69,90,84,76,41,31,39,6,11,80,80
25,188,81,18,11,20,35,38,52,17,19,19,73,70,72,76
31,180,78,63,69,58,76,86,77,73,65,74,13,12,71,71
35,175,75,75,75,72,76,69,72,61,25,24,18,16,74,74
33,193,94,21,20,10,51,52,53,33,26,13,78,76,79,79
31,178,79,75,75,73,68,73,78,55,31,48,9,12,74,74
30,186,81,62,64,45,61,66,78,81,90,90,16,6,87,87
24,171,63,82,72,63,84,74,63,60,50,56,10,7,76,82
28,177,67,63,47,52,55,55,60,77,70,72,14,15,71,72
29,166,62,49,55,22,65,65,27,69,72,74,14,13,72,72
24,178,73,58,73,45,72,71,42,81,74,75,13,13,75,80
28,189,82,26,44,30,51,52,59,84,70,70,11,6,71,71
27,185,80,64,42,42,70,74,59,80,74,72,14,8,75,78
31,189,80,66,42,74,60,70,81,57,35,21,11,15,73,73
23,172,65,75,67,65,75,74,70,69,30,42,7,10,70,77
29,188,88,14,14,11,59,59,50,37,15,12,73,69,72,73
27,177,69,68,69,26,87,80,46,64,66,72,14,6,71,72
31,180,82,65,75,20,64,75,87,84,74,76,10,7,73,73
26,176,70,77,78,69,75,76,68,43,49,44,6,6,78,79
25,188,78,76,75,66,67,69,78,85,84,86,13,12,85,89
23,178,67,80,74,77,69,65,77,65,72,74,9,11,81,87
26,177,73,74,70,66,82,80,68,46,23,23,6,9,72,72
26,185,85,72,50,72,65,71,79,58,43,26,12,6,74,76
24,185,80,59,59,43,47,52,68,83,79,76,12,11,77,80
26,180,76,70,54,62,77,75,66,72,60,55,7,7,70,72
28,180,75,71,69,57,78,80,63,71,63,59,9,9,71,71
28,181,70,65,74,66,65,65,71,75,60,71,9,16,74,74
24,183,80,49,35,18,54,51,45,73,71,73,10,14,71,79
28,175,69,62,76,58,59,55,77,69,69,74,16,16,75,75
30,176,75,75,65,67,77,77,68,68,49,46,11,15,74,74
28,182,70,76,63,74,77,78,73,48,15,17,14,15,74,74
27,186,82,69,57,76,67,74,79,49,41,19,15,15,73,74
30,185,83,12,17,10,54,50,59,25,18,12,82,83,83,84
27,170,69,78,66,72,88,89,75,65,27,32,15,13,75,75
21,173,71,71,57,59,70,70,82,70,68,67,12,11,73,84
30,190,91,39,36,23,43,59,50,71,74,74,14,15,74,74
32,184,79,72,74,51,67,74,74,70,78,75,6,11,74,74
29,186,82,45,38,29,63,67,49,76,70,63,12,11,70,71
35,174,72,70,65,79,65,55,74,68,31,32,15,12,77,77
32,172,66,81,65,73,92,90,74,58,40,51,13,9,75,75
28,171,72,75,73,58,81,85,85,85,74,73,10,16,75,75
30,190,85,57,40,42,42,37,55,68,70,75,6,8,72,72
24,175,71,76,62,62,78,76,62,39,50,32,5,5,71,74
23,190,82,64,62,35,66,77,46,71,72,77,9,14,75,81
29,180,77,80,75,76,69,65,86,67,36,59,12,11,78,78
27,179,76,79,81,70,88,87,69,60,55,51,11,16,80,80
27,172,71,77,63,72,91,92,75,72,41,33,3,3,75,75
23,180,80,35,29,18,74,79,40,88,70,76,11,6,74,80
31,193,84,31,42,22,44,45,64,73,77,76,13,7,75,75
30,197,98,15,14,11,38,47,33,36,10,12,82,79,80,80
24,190,84,64,40,33,61,66,58,72,86,86,5,10,82,86
28,186,78,62,25,25,65,62,67,85,80,82,10,6,78,80
32,178,68,71,76,51,87,79,78,85,70,74,9,9,75,75
26,189,74,67,49,45,59,64,49,64,76,76,8,14,76,79
27,191,85,57,56,56,63,62,59,80,68,69,15,10,70,72
21,186,78,70,72,48,78,80,62,83,81,82,11,8,81,88
27,186,85,75,58,73,63,71,79,45,25,23,8,16,73,73
20,176,66,73,75,46,79,76,58,67,59,64,9,6,71,81
29,177,70,74,75,38,89,81,60,68,72,70,6,11,74,74
36,191,89,54,20,14,33,32,47,70,63,73,10,9,71,71
24,189,95,40,37,46,41,48,78,78,72,68,11,9,71,74
34,179,77,67,56,49,70,63,65,89,69,74,14,11,73,73
26,191,81,55,36,40,79,86,52,77,87,86,11,11,85,90
27,187,81,75,68,69,67,77,75,70,62,64,13,7,72,73
22,190,78,16,12,13,31,27,55,29,16,12,78,74,77,84
21,177,68,69,72,65,77,74,70,59,33,26,11,7,70,80
31,187,78,68,63,48,61,56,78,84,82,79,10,6,81,81
24,184,81,66,58,62,65,64,66,75,59,70,8,14,71,76
30,189,82,50,40,38,54,64,60,75,72,70,12,15,71,71
23,185,84,75,66,63,58,63,84,83,75,75,9,7,77,82
35,187,82,14,14,20,50,46,50,38,22,11,71,68,70,70
24,183,71,72,68,65,77,76,73,49,53,58,8,14,71,77
29,179,80,77,80,50,75,76,59,73,73,81,11,13,78,78
29,192,80,70,58,73,55,53,78,59,23,27,11,11,74,74
28,184,73,68,68,64,64,64,75,80,71,78,6,14,75,75
24,184,76,67,75,36,77,76,65,64,65,71,10,9,70,74
22,180,74,88,75,64,80,78,68,72,75,75,7,13,85,91
24,173,63,72,64,53,75,75,59,69,73,74,15,8,73,79
28,187,79,47,35,34,52,58,43,83,86,83,14,13,82,84
26,182,74,59,67,44,66,67,55,73,74,76,12,14,71,72
22,192,78,64,30,26,44,63,81,84,81,82,8,7,78,87
28,170,68,85,74,88,88,81,81,55,34,33,6,13,83,83
38,178,82,70,63,80,58,66,71,55,37,22,12,15,73,73
23,190,87,39,20,21,65,78,37,64,70,71,15,10,70,76
24,186,76,85,82,79,79,74,74,41,30,22,15,10,79,84
25,180,75,78,76,55,74,69,82,83,73,75,9,14,80,84
31,190,85,9,10,8,41,42,58,34,20,17,79,84,82,82
31,198,97,15,10,8,32,48,48,40,20,15,77,74,77,77
18,192,85,53,41,22,62,64,49,65,70,72,7,10,71,88
28,185,82,77,73,63,73,75,81,56,50,59,5,14,76,76
28,190,90,17,12,13,49,46,44,41,12,10,70,67,71,71
28,162,65,72,66,65,94,91,74,56,54,36,9,8,73,73
27,192,86,68,28,37,74,78,66,77,78,79,11,8,78,80
34,193,93,70,44,71,45,45,73,60,36,24,7,8,71,71
32,174,70,74,67,69,72,71,66,43,22,26,14,9,72,72
22,189,78,59,36,39,66,72,83,78,71,70,13,13,72,79
27,172,69,83,75,70,75,72,73,80,58,40,14,14,76,76
22,179,72,60,42,54,67,67,62,71,71,70,10,9,71,81
31,187,89,19,14,13,48,39,63,37,16,16,81,78,79,79
28,177,63,80,70,73,75,77,81,70,40,40,9,7,76,76
28,179,67,90,81,77,87,82,79,48,45,31,15,9,84,84
25,179,77,78,68,65,86,85,73,58,30,33,7,6,74,77
31,188,84,58,56,30,49,60,60,84,82,77,12,12,76,76
26,188,88,71,36,76,78,77,75,55,28,19,13,12,74,77
24,172,66,74,62,55,72,64,49,47,34,42,9,14,70,77
29,182,77,79,68,56,70,70,72,70,76,72,5,5,77,77
29,178,80,76,75,58,94,94,76,70,66,70,11,12,74,74
26,193,85,16,17,11,45,38,53,24,22,17,79,74,75,80
30,176,69,71,80,58,78,75,70,55,69,67,9,8,72,72
26,182,75,70,66,67,71,71,67,54,47,44,12,13,72,74
28,192,94,61,51,76,65,74,77,82,15,30,6,14,73,73
29,185,82,14,11,12,43,40,50,35,20,14,75,71,75,75
25,188,84,54,34,22,55,62,60,89,70,67,12,9,71,75
29,185,86,58,60,45,30,31,58,74,69,72,16,14,71,71
33,191,82,10,11,10,49,39,47,12,8,12,74,74,74,74
29,190,82,50,30,32,32,35,62,74,78,78,7,6,73,74
25,184,81,76,72,66,67,74,77,74,76,73,13,13,77,80
29,179,80,75,79,58,75,76,74,78,69,71,15,7,75,75
25,168,65,82,65,59,91,90,71,57,53,59,8,9,73,76
27,191,90,75,83,72,74,83,77,73,75,83,8,13,82,82
31,189,84,48,42,29,63,59,65,82,83,77,13,16,77,77
30,176,67,84,78,72,90,80,77,47,26,38,8,15,77,77
23,174,68,84,77,77,83,76,77,39,30,28,11,10,80,85
34,190,82,11,16,15,39,36,49,33,20,15,74,69,72,72
25,184,79,41,35,31,67,71,43,71,77,75,13,13,74,81
24,176,68,77,76,70,69,66,79,66,34,33,14,9,74,80
23,175,71,79,65,73,72,65,84,62,25,25,12,16,75,81
32,169,67,80,75,64,71,66,72,72,74,74,7,10,81,81
24,182,71,73,70,69,87,82,82,43,31,19,7,6,71,74
22,184,73,64,49,64,62,59,65,59,77,74,8,11,72,78
26,177,72,76,78,62,77,74,80,67,51,61,10,11,76,77
23,182,76,72,54,78,69,73,73,55,32,15,14,14,74,83
31,178,72,70,60,75,69,63,68,60,58,70,15,15,72,72
35,184,86,17,15,17,40,43,52,24,15,14,73,75,74,74
30,185,78,13,24,14,35,43,56,35,19,15,75,72,74,74
32,203,96,15,19,11,48,42,55,40,16,19,69,72,73,73
22,182,82,76,73,54,88,87,72,67,66,74,7,14,75,84
24,167,74,77,69,65,73,72,60,61,60,65,14,6,73,80
32,174,70,70,68,52,76,64,65,63,68,62,15,7,72,72
31,172,64,87,73,76,93,91,83,56,38,53,7,7,82,82
25,171,67,60,61,50,72,77,66,80,75,77,6,15,73,76
23,176,81,81,66,61,79,77,77,55,35,45,13,15,73,78
28,187,77,75,76,46,64,70,74,72,75,75,15,10,75,75
25,175,68,67,63,66,86,84,72,61,30,32,13,12,70,73
33,192,88,13,13,12,28,35,53,16,16,23,71,71,73,73
32,188,83,44,44,46,72,78,74,79,78,81,6,10,78,78
31,186,77,63,60,55,64,68,64,79,66,71,16,11,73,73
20,183,78,70,64,69,80,83,76,46,46,36,14,14,71,79
38,180,79,75,72,74,65,68,76,73,57,30,15,11,74,74
25,179,75,70,47,54,68,69,74,84,64,72,10,13,72,77
31,192,86,51,54,45,51,56,70,73,63,71,14,11,71,71
32,177,76,78,77,71,71,59,75,84,69,63,11,7,76,76
29,171,65,77,74,71,65,62,81,64,20,38,14,11,75,75
24,194,90,18,17,14,46,48,50,19,20,12,77,72,76,84
22,184,77,70,68,62,76,79,68,56,70,69,6,12,74,85
26,183,92,77,76,73,54,58,86,79,30,39,15,10,76,77
33,176,65,75,74,34,76,80,52,55,74,77,10,11,77,77
27,188,80,69,66,69,52,61,71,66,41,55,14,6,70,71
30,178,75,72,75,44,73,69,64,74,72,73,14,14,73,73
29,179,75,75,71,70,81,69,76,69,69,71,11,16,77,77
31,176,81,71,68,59,66,64,72,80,66,69,8,9,73,73
26,187,82,39,50,41,70,72,66,67,67,68,8,11,70,73
25,180,71,88,78,80,91,90,85,61,53,39,9,11,83,86
31,174,73,71,72,64,67,71,62,48,14,46,7,7,72,72
27,187,85,72,71,56,72,72,73,77,80,76,11,15,78,78
28,173,70,64,70,44,78,83,56,73,64,71,7,7,72,72
23,180,78,69,50,73,68,67,76,45,22,16,9,12,71,79
26,168,59,71,71,68,93,93,65,33,35,22,11,8,74,75
24,191,76,86,64,80,66,67,83,73,75,77,7,10,85,90
28,184,77,77,52,78,75,77,78,75,32,19,11,14,77,77
29,178,76,72,67,66,78,84,71,54,31,37,15,7,71,71
27,183,70,73,54,66,74,74,78,57,63,63,8,14,72,73
22,183,79,68,55,67,83,84,67,65,23,25,7,7,70,78
30,182,80,15,14,13,33,33,51,13,15,15,74,68,71,71
23,178,71,67,69,42,75,79,68,66,67,68,14,5,70,76
20,176,78,71,49,71,77,79,78,48,39,17,9,10,71,81
25,168,61,76,66,65,75,76,66,51,40,41,7,14,72,72
20,190,80,36,33,26,51,51,49,71,76,78,11,5,72,84
26,181,76,75,50,53,63,63,72,72,77,76,6,7,78,80
30,185,80,84,72,75,79,83,78,55,27,40,6,10,76,76
27,186,81,13,14,16,48,42,53,29,17,16,81,79,82,84
27,185,78,55,57,41,62,69,63,81,70,63,8,13,71,73
28,186,82,73,71,65,64,66,70,59,42,48,10,11,73,73
26,191,88,19,13,11,46,44,48,25,8,20,74,72,73,74
26,172,76,78,66,73,89,82,74,68,40,38,14,13,73,74
22,179,67,72,65,61,78,75,65,41,32,35,6,10,71,79
35,180,69,44,43,29,42,59,59,75,71,72,13,11,72,72
29,188,82,11,13,11,46,38,48,22,19,12,74,71,72,72
29,193,84,44,26,23,55,48,40,79,70,71,10,16,73,73
21,192,78,49,35,33,64,68,62,69,73,78,6,10,75,81
32,181,77,77,60,80,69,71,78,58,40,16,12,12,79,79
30,181,74,76,81,75,73,73,85,71,78,76,11,9,80,80
31,182,72,81,77,71,77,75,77,58,31,52,8,10,78,78
28,185,80,75,83,58,66,69,76,81,83,84,14,6,81,81
20,183,82,71,66,73,86,86,71,68,23,38,5,13,72,84
27,185,88,71,61,77,79,80,73,54,12,23,6,14,74,75
23,171,73,72,72,68,78,83,57,40,44,46,10,14,74,83
24,183,77,72,51,86,78,75,80,51,33,38,10,15,80,86
20,177,74,69,51,49,61,69,65,72,68,71,9,15,70,81
29,187,82,20,15,16,49,40,55,25,15,16,78,72,75,75
30,178,72,71,76,73,67,60,80,69,55,65,7,8,73,73
24,187,80,71,62,42,72,76,70,81,82,83,12,16,81,87
21,195,85,47,33,21,34,44,40,79,67,73,9,13,71,79
26,179,69,74,70,74,89,90,80,53,51,50,8,13,73,74
27,191,88,37,39,36,33,42,77,67,75,77,7,13,73,73
29,187,86,65,46,59,51,52,74,74,72,80,7,11,73,73
31,181,68,72,64,63,67,63,74,62,55,65,8,7,73,73
33,180,77,73,76,55,65,61,74,77,80,83,7,5,79,79
32,186,84,75,68,65,62,59,85,86,77,77,14,8,77,77
35,185,90,14,14,9,41,41,53,37,13,14,75,71,74,74
30,181,80,78,74,79,68,64,81,74,59,61,7,10,80,80
38,185,80,14,10,14,37,43,45,29,16,14,74,72,72,72
21,192,87,81,66,73,81,84,79,53,43,46,11,13,75,81
29,176,79,75,72,66,72,75,81,73,65,66,9,8,74,74
23,175,75,87,76,81,92,89,86,63,45,42,14,10,84,87
23,170,65,72,71,57,76,76,62,58,67,72,14,11,71,75
22,180,67,68,69,59,60,59,72,58,69,70,14,12,73,79
28,178,75,67,71,55,82,76,53,74,70,73,16,16,74,74
28,186,84,78,72,71,67,60,73,54,62,62,14,12,78,78
26,185,83,15,15,13,49,42,48,23,13,13,71,67,71,76
29,191,88,70,45,76,72,68,73,69,28,33,7,16,75,75
33,192,86,52,46,38,46,63,58,83,84,83,7,16,81,81
24,182,76,74,69,62,65,64,78,50,53,62,16,8,73,78
35,195,89,35,53,56,34,32,68,85,78,76,13,6,77,77
32,189,85,56,39,53,50,39,64,70,76,80,12,12,75,75
28,190,93,66,38,44,66,69,66,78,76,80,5,11,78,80
31,174,69,87,76,79,85,82,77,58,45,44,6,13,82,82
34,168,71,78,71,80,69,66,80,72,24,21,7,7,77,77
30,193,79,67,60,76,43,45,82,88,26,46,14,14,75,75
36,188,81,58,46,46,64,70,63,92,86,85,8,15,84,84
20,177,69,85,69,68,93,87,77,45,38,32,8,12,79,86
23,189,75,62,52,30,58,61,48,72,77,78,14,11,76,83
33,185,80,40,56,32,42,47,45,85,77,76,12,9,76,76
35,190,91,16,11,12,40,42,48,36,18,12,72,71,72,72
25,188,82,10,10,10,54,43,51,24,15,14,78,67,73,78
27,193,85,41,39,41,40,65,69,66,71,68,15,13,70,73
24,188,79,48,30,58,45,49,58,68,70,71,7,10,70,74
29,198,85,12,10,11,43,59,52,43,12,11,72,66,71,71
33,188,79,73,67,72,66,71,67,65,35,40,7,10,71,71
28,188,86,66,66,82,54,58,84,54,58,43,16,10,82,82
20,186,81,46,57,26,65,71,60,69,72,79,14,9,75,85
26,185,86,71,80,38,76,86,70,82,69,75,9,15,75,76
27,189,75,12,11,18,51,50,44,19,29,18,75,71,74,76
30,182,74,76,82,70,67,64,78,58,52,46,10,9,76,76
24,175,71,60,53,62,77,77,65,79,74,68,13,7,73,78
25,181,64,69,57,42,69,70,61,75,70,72,7,11,73,79
24,184,81,74,76,66,79,86,68,48,39,40,8,6,75,81
32,178,75,73,76,52,65,62,74,64,73,76,14,16,73,73
25,173,72,71,73,65,79,75,67,59,45,51,12,14,71,74
23,177,77,72,58,68,92,91,69,57,28,23,11,7,71,77
29,173,70,80,68,62,91,87,76,40,19,38,11,11,72,72
35,188,82,59,68,41,52,52,65,67,74,75,9,5,73,73
35,175,71,61,73,45,63,71,53,54,74,77,14,8,71,71
25,178,71,71,74,31,78,77,58,73,68,70,11,6,72,75
24,180,70,78,71,74,78,78,75,61,37,24,8,9,75,79
27,193,76,45,38,41,46,47,55,85,78,78,9,11,78,80
32,192,78,73,64,78,62,71,78,50,19,21,12,8,77,77
23,181,80,65,56,44,70,73,64,78,70,71,8,8,70,80
22,184,80,78,64,64,77,82,68,51,26,33,15,11,70,78
30,180,80,76,68,77,78,85,77,77,40,18,15,9,77,77
30,188,85,14,15,14,36,37,56,29,20,18,82,72,81,82
31,180,82,70,70,68,69,72,73,74,56,62,15,7,71,71
25,181,73,66,55,51,70,64,64,74,70,76,13,7,71,75
24,187,92,65,35,74,65,71,81,61,21,18,12,9,71,76
31,192,89,50,30,25,34,32,59,81,77,79,15,12,75,75
29,182,80,76,82,67,65,64,77,82,79,80,7,13,83,83
24,172,71,85,77,67,77,74,73,73,52,41,11,12,79,84
32,179,78,75,70,69,82,81,75,67,50,41,14,12,73,73
26,186,80,63,63,52,46,48,69,70,80,79,8,15,77,79
21,184,83,73,63,77,80,83,78,73,27,34,12,15,75,83
25,176,78,86,73,61,79,73,79,77,70,72,9,5,82,87
25,184,84,75,77,64,79,82,76,71,65,70,8,8,73,78
22,189,81,58,47,27,65,71,54,68,72,71,12,9,70,76
28,182,76,80,77,72,72,71,77,71,67,66,15,10,78,78
32,168,73,77,66,71,89,81,74,51,40,44,9,10,74,74
28,186,83,42,37,38,64,66,65,73,75,76,14,7,75,76
23,186,83,75,69,40,74,85,82,85,79,80,11,13,79,84
30,186,85,39,35,16,43,50,48,75,73,79,13,14,73,73
20,185,77,82,67,68,82,77,69,50,23,31,14,10,75,84
27,172,69,87,87,66,78,75,83,88,78,80,8,14,81,81
26,189,79,73,73,32,76,78,68,74,74,80,8,9,77,79
30,183,75,59,69,37,66,67,68,65,76,74,8,7,75,75
30,180,75,69,71,48,69,68,66,77,79,79,9,10,75,75
32,189,87,66,43,80,65,63,74,59,22,17,10,14,74,74
31,180,70,88,79,83,88,90,79,58,63,54,14,13,82,82
24,182,67,82,79,75,84,81,78,48,45,43,13,16,80,83
28,185,76,71,64,60,66,65,76,82,79,79,14,15,78,78
26,189,85,48,30,14,53,64,48,66,74,75,3,3,72,76
29,184,78,72,74,65,80,78,70,71,71,75,11,8,75,75
29,178,75,74,66,68,86,92,74,54,35,24,10,15,72,72
33,193,80,76,63,88,61,60,86,58,58,28,9,11,84,84
